                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                    155,                 1.3681,                0.98175,                0.95397,                 0.4379,                0.32241,                0.32547,                0.18779,                 1.3269,                0.96602,                0.93654,               0.004951,               0.004951,               0.004951
                    156,                 1.3701,                0.98159,                0.95481,                0.43974,                0.32201,                 0.3261,                 0.1881,                 1.3264,                0.96551,                0.93638,               0.004918,               0.004918,               0.004918
                    157,                 1.3684,                0.97958,                0.95405,                0.43994,                0.32218,                0.32611,                  0.188,                 1.3266,                0.96561,                0.93641,               0.004885,               0.004885,               0.004885
                    158,                 1.3648,                0.97451,                0.95413,                0.44035,                0.32224,                0.32642,                0.18822,                 1.3264,                0.96528,                0.93638,               0.004852,               0.004852,               0.004852
                    159,                 1.3695,                0.98431,                0.95447,                0.44163,                0.32288,                0.32669,                0.18824,                 1.3265,                0.96499,                0.93633,               0.004819,               0.004819,               0.004819
                    160,                 1.3688,                0.98064,                0.95332,                0.43851,                0.32539,                0.32671,                0.18817,                 1.3266,                0.96486,                 0.9363,               0.004786,               0.004786,               0.004786
                    161,                 1.3614,                0.97569,                0.95493,                0.43842,                0.32687,                0.32674,                0.18822,                 1.3263,                0.96455,                0.93621,               0.004753,               0.004753,               0.004753
                    162,                 1.3691,                0.97537,                0.95498,                0.43973,                0.32582,                0.32648,                0.18809,                 1.3262,                0.96445,                0.93619,                0.00472,                0.00472,                0.00472
                    163,                 1.3623,                0.97396,                  0.953,                0.44089,                0.32506,                0.32673,                0.18834,                 1.3262,                0.96431,                0.93607,               0.004687,               0.004687,               0.004687
                    164,                 1.3622,                0.97202,                0.95368,                0.44046,                0.32611,                0.32708,                0.18848,                 1.3259,                0.96408,                0.93597,               0.004654,               0.004654,               0.004654
                    165,                 1.3647,                0.96847,                0.95199,                0.44151,                0.32491,                0.32756,                0.18866,                 1.3258,                 0.9639,                0.93592,               0.004621,               0.004621,               0.004621
                    166,                 1.3645,                0.97609,                0.95246,                0.43964,                0.32598,                0.32771,                 0.1887,                 1.3255,                0.96373,                0.93582,               0.004588,               0.004588,               0.004588
                    167,                  1.364,                0.97388,                0.95156,                0.44119,                0.32547,                0.32802,                0.18894,                 1.3252,                0.96342,                0.93579,               0.004555,               0.004555,               0.004555
                    168,                 1.3637,                 0.9704,                0.95066,                0.44187,                0.32566,                0.32811,                0.18883,                 1.3255,                0.96351,                0.93574,               0.004522,               0.004522,               0.004522
                    169,                 1.3589,                0.96391,                0.94747,                0.44058,                0.32656,                0.32821,                0.18888,                 1.3255,                0.96313,                0.93569,               0.004489,               0.004489,               0.004489
                    170,                 1.3661,                0.97673,                0.95316,                0.44427,                0.32515,                0.32848,                0.18886,                 1.3254,                0.96282,                0.93561,               0.004456,               0.004456,               0.004456
                    171,                 1.3616,                0.96693,                0.94971,                0.44223,                0.32575,                0.32822,                0.18883,                 1.3253,                0.96285,                0.93559,               0.004423,               0.004423,               0.004423
                    172,                 1.3546,                 0.9622,                0.94997,                0.44542,                0.32376,                 0.3284,                0.18897,                 1.3252,                0.96278,                0.93558,                0.00439,                0.00439,                0.00439
                    173,                 1.3606,                0.96816,                 0.9517,                0.44348,                0.32425,                0.32833,                0.18899,                 1.3253,                0.96285,                0.93557,               0.004357,               0.004357,               0.004357
                    174,                 1.3651,                0.96664,                0.95009,                0.44363,                0.32412,                0.32838,                0.18908,                 1.3248,                0.96249,                0.93543,               0.004324,               0.004324,               0.004324
                    175,                 1.3658,                0.97067,                0.95059,                0.44015,                 0.3259,                 0.3285,                0.18921,                 1.3247,                 0.9624,                0.93545,               0.004291,               0.004291,               0.004291
                    176,                 1.3502,                0.95773,                0.94934,                0.43981,                0.32574,                0.32865,                0.18937,                 1.3245,                0.96225,                0.93542,               0.004258,               0.004258,               0.004258
                    177,                 1.3599,                0.96378,                0.94992,                0.43967,                0.32627,                 0.3289,                0.18943,                 1.3243,                0.96188,                0.93533,               0.004225,               0.004225,               0.004225
                    178,                  1.356,                 0.9664,                0.95275,                0.44142,                0.32541,                0.32893,                0.18944,                 1.3243,                0.96176,                0.93534,               0.004192,               0.004192,               0.004192
                    179,                 1.3521,                0.96122,                 0.9503,                0.44304,                 0.3258,                0.32894,                0.18952,                 1.3244,                0.96144,                0.93524,               0.004159,               0.004159,               0.004159
                    180,                 1.3555,                0.96352,                0.95035,                0.44105,                0.32632,                0.32911,                0.18951,                 1.3242,                0.96158,                0.93521,               0.004126,               0.004126,               0.004126
                    181,                 1.3527,                0.96079,                0.95003,                0.44299,                0.32537,                0.32912,                0.18953,                 1.3241,                0.96127,                 0.9352,               0.004093,               0.004093,               0.004093
                    182,                 1.3483,                0.95759,                0.94994,                0.44576,                0.32336,                0.32929,                0.18959,                 1.3241,                0.96097,                0.93512,                0.00406,                0.00406,                0.00406
                    183,                 1.3558,                0.95674,                0.94978,                0.44565,                0.32292,                0.32906,                 0.1896,                 1.3239,                0.96069,                0.93507,               0.004027,               0.004027,               0.004027
                    184,                 1.3536,                0.95802,                0.94875,                0.44506,                0.32314,                0.32942,                0.18967,                 1.3239,                0.96089,                0.93508,               0.003994,               0.003994,               0.003994
                    185,                 1.3501,                0.96054,                0.94821,                0.44544,                0.32263,                0.32943,                0.18959,                  1.324,                0.96075,                0.93507,               0.003961,               0.003961,               0.003961
                    186,                   1.35,                0.95723,                0.94953,                0.44778,                0.32232,                0.32969,                0.18984,                  1.324,                0.96069,                0.93514,               0.003928,               0.003928,               0.003928
                    187,                 1.3467,                0.94921,                0.94907,                0.44764,                0.32248,                0.32968,                0.18982,                 1.3241,                0.96084,                0.93515,               0.003895,               0.003895,               0.003895
                    188,                 1.3518,                0.95643,                 0.9474,                0.44906,                0.32178,                0.32963,                0.18977,                 1.3236,                 0.9607,                 0.9351,               0.003862,               0.003862,               0.003862
                    189,                 1.3457,                0.94931,                0.94627,                0.44856,                 0.3218,                0.32956,                0.18974,                 1.3237,                0.96062,                0.93506,               0.003829,               0.003829,               0.003829
                    190,                 1.3485,                0.95276,                 0.9502,                0.45054,                0.32159,                0.32979,                0.18974,                 1.3238,                 0.9604,                0.93503,               0.003796,               0.003796,               0.003796
                    191,                 1.3506,                0.95273,                0.94859,                0.45191,                0.32096,                0.32926,                0.18939,                 1.3239,                0.96058,                0.93497,               0.003763,               0.003763,               0.003763
                    192,                 1.3468,                0.95315,                0.94865,                0.45045,                0.32149,                0.32942,                0.18944,                 1.3238,                0.96054,                0.93494,                0.00373,                0.00373,                0.00373
                    193,                 1.3418,                0.94644,                0.94753,                0.45109,                0.32171,                0.32945,                0.18936,                 1.3238,                0.96049,                0.93494,               0.003697,               0.003697,               0.003697
                    194,                 1.3425,                0.94851,                0.94288,                0.45089,                0.32164,                 0.3297,                0.18975,                  1.324,                0.96044,                0.93492,               0.003664,               0.003664,               0.003664
                    195,                 1.3447,                0.94904,                 0.9465,                 0.4513,                0.32155,                0.32975,                0.18986,                 1.3238,                0.96046,                 0.9349,               0.003631,               0.003631,               0.003631
                    196,                 1.3417,                0.94743,                0.94687,                 0.4477,                0.32359,                0.32971,                0.19002,                 1.3236,                0.96021,                0.93483,               0.003598,               0.003598,               0.003598
                    197,                 1.3391,                0.94312,                 0.9478,                0.44853,                0.32294,                0.32983,                0.19004,                 1.3236,                0.96005,                0.93483,               0.003565,               0.003565,               0.003565
                    198,                 1.3399,                0.94187,                0.94531,                 0.4509,                0.32246,                0.33004,                 0.1901,                 1.3236,                0.96015,                 0.9347,               0.003532,               0.003532,               0.003532
                    199,                 1.3391,                0.94533,                0.94759,                0.45216,                0.32284,                0.33038,                0.19035,                 1.3234,                0.96015,                 0.9347,               0.003499,               0.003499,               0.003499
                    200,                 1.3409,                0.94428,                0.94619,                0.45028,                0.32358,                0.33053,                0.19035,                 1.3239,                0.96008,                 0.9347,               0.003466,               0.003466,               0.003466
                    201,                 1.3434,                0.94637,                0.94691,                0.45079,                0.32358,                0.33028,                0.19043,                 1.3239,                0.96003,                0.93468,               0.003433,               0.003433,               0.003433
                    202,                 1.3428,                0.94492,                 0.9474,                   0.45,                0.32371,                0.33039,                0.19054,                 1.3241,                0.96018,                0.93483,                 0.0034,                 0.0034,                 0.0034
                    203,                  1.338,                0.94411,                0.94582,                 0.4495,                0.32359,                0.33041,                0.19055,                 1.3238,                0.95984,                0.93479,               0.003367,               0.003367,               0.003367
                    204,                 1.3432,                0.94258,                0.94658,                0.44945,                0.32382,                0.33047,                0.19064,                 1.3237,                0.95945,                0.93476,               0.003334,               0.003334,               0.003334
                    205,                 1.3364,                0.93877,                0.94503,                0.44945,                0.32381,                0.33044,                0.19066,                 1.3236,                0.95991,                0.93478,               0.003301,               0.003301,               0.003301
                    206,                 1.3375,                0.94277,                0.94581,                0.45004,                0.32381,                0.33049,                0.19064,                 1.3238,                0.95989,                0.93479,               0.003268,               0.003268,               0.003268
                    207,                 1.3376,                0.93983,                 0.9461,                0.45012,                0.32415,                0.33025,                 0.1905,                 1.3241,                0.96005,                 0.9348,               0.003235,               0.003235,               0.003235
                    208,                 1.3327,                0.93521,                0.94406,                0.44937,                0.32392,                0.33001,                0.19039,                 1.3241,                0.95977,                 0.9348,               0.003202,               0.003202,               0.003202
                    209,                 1.3277,                0.93362,                0.94254,                0.44993,                0.32394,                0.33018,                0.19038,                 1.3242,                0.96005,                0.93483,               0.003169,               0.003169,               0.003169
                    210,                 1.3334,                 0.9351,                0.94417,                0.45002,                0.32398,                   0.33,                0.19042,                 1.3244,                0.95995,                0.93482,               0.003136,               0.003136,               0.003136
                    211,                 1.3352,                0.93763,                0.94524,                0.45065,                 0.3241,                0.33019,                0.19044,                 1.3243,                0.95971,                0.93485,               0.003103,               0.003103,               0.003103
                    212,                 1.3386,                0.94036,                0.94348,                0.45077,                0.32434,                0.33003,                0.19031,                 1.3242,                 0.9598,                0.93487,                0.00307,                0.00307,                0.00307
                    213,                 1.3355,                0.93734,                0.94247,                0.44909,                0.32481,                0.33021,                0.19067,                 1.3242,                0.95957,                0.93487,               0.003037,               0.003037,               0.003037
                    214,                  1.334,                0.93616,                0.94438,                0.45031,                0.32384,                0.33003,                0.19058,                 1.3246,                   0.96,                0.93484,               0.003004,               0.003004,               0.003004
                    215,                 1.3321,                0.93382,                0.94403,                0.45075,                0.32371,                0.33011,                0.19062,                 1.3245,                0.95979,                0.93479,               0.002971,               0.002971,               0.002971
                    216,                  1.328,                0.92856,                0.94127,                0.45229,                 0.3232,                0.33023,                0.19066,                 1.3244,                0.95979,                0.93478,               0.002938,               0.002938,               0.002938
                    217,                 1.3295,                0.92512,                0.94287,                0.45251,                0.32309,                0.33031,                0.19066,                 1.3245,                0.95991,                0.93475,               0.002905,               0.002905,               0.002905
                    218,                 1.3211,                0.92498,                0.94284,                0.45201,                0.32281,                 0.3305,                0.19076,                 1.3246,                 0.9599,                0.93474,               0.002872,               0.002872,               0.002872
                    219,                 1.3307,                0.92864,                0.94394,                0.45242,                0.32269,                0.33047,                 0.1906,                 1.3248,                0.95976,                0.93468,               0.002839,               0.002839,               0.002839
                    220,                 1.3252,                0.92574,                0.94193,                0.45253,                0.32293,                0.33049,                0.19065,                 1.3247,                0.95945,                0.93464,               0.002806,               0.002806,               0.002806
                    221,                 1.3256,                0.92528,                0.94205,                0.45241,                0.32271,                 0.3307,                0.19075,                 1.3245,                0.95975,                0.93469,               0.002773,               0.002773,               0.002773
                    222,                  1.327,                 0.9246,                0.94108,                0.45188,                 0.3222,                0.33075,                 0.1908,                 1.3246,                0.95976,                0.93468,                0.00274,                0.00274,                0.00274
                    223,                 1.3288,                0.92942,                 0.9415,                0.44915,                0.32344,                0.33072,                0.19075,                 1.3245,                0.95968,                0.93463,               0.002707,               0.002707,               0.002707
                    224,                 1.3268,                 0.9235,                0.94067,                0.45097,                 0.3227,                0.33101,                0.19063,                 1.3248,                0.95953,                0.93467,               0.002674,               0.002674,               0.002674
                    225,                 1.3338,                0.92935,                0.94332,                0.45047,                0.32346,                0.33109,                0.19074,                 1.3246,                 0.9596,                0.93466,               0.002641,               0.002641,               0.002641
                    226,                 1.3231,                0.92219,                 0.9425,                0.44815,                0.32418,                0.33105,                0.19068,                 1.3248,                0.95998,                0.93469,               0.002608,               0.002608,               0.002608
                    227,                 1.3272,                0.92555,                0.94282,                0.44896,                0.32434,                0.33107,                0.19073,                 1.3248,                0.96001,                0.93476,               0.002575,               0.002575,               0.002575
                    228,                 1.3242,                0.92321,                0.94097,                0.44934,                0.32447,                0.33107,                0.19069,                 1.3251,                0.96003,                0.93474,               0.002542,               0.002542,               0.002542
                    229,                  1.326,                0.92517,                0.94251,                 0.4489,                0.32441,                0.33104,                0.19067,                  1.325,                0.95984,                0.93464,               0.002509,               0.002509,               0.002509
                    230,                 1.3218,                0.91797,                0.94077,                 0.4487,                0.32471,                0.33112,                0.19076,                 1.3252,                0.96016,                 0.9346,               0.002476,               0.002476,               0.002476
                    231,                 1.3167,                0.91524,                0.93837,                0.44706,                0.32528,                0.33092,                0.19082,                  1.325,                0.95977,                0.93464,               0.002443,               0.002443,               0.002443
                    232,                 1.3237,                0.91841,                0.94204,                 0.4488,                 0.3244,                0.33112,                0.19089,                 1.3248,                0.95986,                0.93457,                0.00241,                0.00241,                0.00241
                    233,                 1.3262,                0.91857,                0.94255,                  0.449,                0.32477,                0.33149,                0.19076,                 1.3249,                0.95965,                0.93462,               0.002377,               0.002377,               0.002377
                    234,                 1.3295,                0.92059,                0.94071,                0.45097,                0.32326,                0.33122,                 0.1909,                 1.3254,                0.96022,                0.93461,               0.002344,               0.002344,               0.002344
                    235,                 1.3193,                0.91663,                0.93957,                0.44878,                0.32425,                0.33125,                 0.1908,                 1.3253,                0.95984,                0.93459,               0.002311,               0.002311,               0.002311
                    236,                 1.3134,                0.91418,                0.94048,                0.44659,                0.32479,                 0.3312,                0.19075,                 1.3256,                0.96029,                0.93463,               0.002278,               0.002278,               0.002278
                    237,                   1.32,                0.91669,                0.94037,                0.44935,                0.32443,                0.33162,                  0.191,                 1.3255,                0.96008,                0.93453,               0.002245,               0.002245,               0.002245
                    238,                 1.3241,                0.91862,                0.93922,                0.44968,                 0.3246,                0.33145,                0.19099,                 1.3256,                0.96004,                0.93449,               0.002212,               0.002212,               0.002212
                    239,                 1.3193,                 0.9119,                0.93861,                0.44955,                0.32445,                0.33153,                0.19098,                 1.3256,                0.96002,                0.93443,               0.002179,               0.002179,               0.002179
                    240,                 1.3193,                 0.9153,                0.94054,                0.45029,                0.32414,                0.33151,                0.19099,                 1.3259,                0.96034,                0.93447,               0.002146,               0.002146,               0.002146
                    241,                 1.3225,                0.91954,                0.94091,                0.44946,                0.32464,                0.33144,                0.19089,                 1.3256,                0.96008,                0.93444,               0.002113,               0.002113,               0.002113
                    242,                 1.3144,                0.91185,                0.93641,                0.44989,                0.32441,                0.33147,                0.19088,                 1.3257,                 0.9603,                0.93448,                0.00208,                0.00208,                0.00208
                    243,                 1.3157,                0.91142,                0.93982,                0.44965,                0.32464,                0.33152,                0.19083,                 1.3257,                0.96037,                0.93448,               0.002047,               0.002047,               0.002047
                    244,                 1.3198,                0.91204,                0.93906,                0.44664,                 0.3255,                 0.3315,                0.19069,                  1.326,                0.96063,                0.93449,               0.002014,               0.002014,               0.002014
                    245,                 1.3123,                 0.9086,                0.93665,                0.44874,                0.32477,                0.33148,                0.19086,                 1.3261,                0.96091,                0.93451,               0.001981,               0.001981,               0.001981
                    246,                 1.3103,                0.90882,                0.93861,                 0.4487,                0.32467,                0.33168,                0.19077,                 1.3262,                0.96083,                0.93451,               0.001948,               0.001948,               0.001948
                    247,                 1.3137,                0.90926,                0.93973,                0.45015,                0.32451,                0.33161,                0.19075,                 1.3264,                0.96084,                0.93457,               0.001915,               0.001915,               0.001915
                    248,                 1.3106,                 0.9066,                0.93784,                0.44907,                0.32445,                0.33171,                0.19093,                 1.3265,                0.96102,                0.93458,               0.001882,               0.001882,               0.001882
                    249,                 1.3115,                0.90628,                0.93927,                0.45036,                0.32462,                0.33179,                0.19077,                 1.3266,                0.96099,                0.93459,               0.001849,               0.001849,               0.001849
                    250,                 1.3128,                0.90519,                0.93642,                0.45081,                0.32484,                0.33197,                0.19079,                 1.3265,                0.96081,                0.93451,               0.001816,               0.001816,               0.001816
                    251,                 1.3023,                0.90157,                0.93895,                0.45086,                0.32466,                0.33202,                0.19082,                 1.3266,                0.96087,                0.93455,               0.001783,               0.001783,               0.001783
                    252,                 1.3071,                0.90307,                0.93664,                0.45074,                0.32469,                0.33222,                0.19088,                 1.3264,                0.96073,                0.93451,                0.00175,                0.00175,                0.00175
                    253,                  1.312,                0.90389,                0.93699,                0.45149,                0.32422,                0.33222,                0.19073,                 1.3262,                0.96068,                0.93448,               0.001717,               0.001717,               0.001717
                    254,                 1.3074,                0.90249,                0.93871,                0.45116,                0.32402,                0.33241,                0.19087,                 1.3263,                0.96043,                0.93449,               0.001684,               0.001684,               0.001684
                    255,                  1.309,                0.90369,                0.93674,                0.45174,                0.32401,                0.33257,                0.19096,                 1.3263,                0.96038,                0.93444,               0.001651,               0.001651,               0.001651
                    256,                 1.3116,                0.90194,                0.93513,                0.45012,                0.32385,                0.33228,                 0.1909,                 1.3265,                0.96047,                0.93449,               0.001618,               0.001618,               0.001618
                    257,                 1.3032,                0.90049,                0.93831,                0.45131,                0.32324,                0.33215,                0.19091,                 1.3268,                0.96083,                0.93453,               0.001585,               0.001585,               0.001585
                    258,                 1.3125,                0.90291,                0.93682,                0.45079,                0.32371,                0.33215,                0.19093,                 1.3269,                0.96077,                0.93452,               0.001552,               0.001552,               0.001552
                    259,                 1.3098,                0.89912,                0.93616,                0.45275,                0.32327,                0.33206,                0.19082,                  1.327,                0.96071,                0.93457,               0.001519,               0.001519,               0.001519
                    260,                 1.3078,                0.89927,                0.93411,                0.45296,                0.32324,                  0.332,                0.19069,                 1.3271,                0.96094,                0.93456,               0.001486,               0.001486,               0.001486
                    261,                 1.3043,                0.89933,                0.93648,                0.45205,                0.32269,                0.33132,                0.19064,                 1.3276,                0.96114,                0.93463,               0.001453,               0.001453,               0.001453
                    262,                 1.3104,                0.90013,                0.93582,                0.45231,                0.32253,                0.33119,                0.19074,                 1.3275,                0.96127,                0.93463,                0.00142,                0.00142,                0.00142
                    263,                 1.3048,                0.89467,                0.93673,                 0.4535,                0.32159,                0.33083,                0.19064,                 1.3278,                0.96134,                0.93469,               0.001387,               0.001387,               0.001387
                    264,                 1.3007,                0.89793,                0.93514,                0.45374,                0.32162,                0.33109,                 0.1907,                 1.3279,                0.96163,                0.93459,               0.001354,               0.001354,               0.001354
                    265,                 1.3132,                0.90101,                0.93792,                0.45371,                0.32103,                0.33087,                0.19061,                 1.3283,                0.96141,                0.93468,               0.001321,               0.001321,               0.001321
                    266,                  1.295,                 0.8871,                0.93438,                0.45429,                0.32083,                0.33091,                0.19059,                 1.3282,                0.96145,                 0.9346,               0.001288,               0.001288,               0.001288
                    267,                 1.2973,                0.88808,                0.93524,                0.45449,                0.32051,                0.33079,                0.19047,                 1.3284,                0.96179,                0.93465,               0.001255,               0.001255,               0.001255
                    268,                 1.2965,                0.88377,                0.93291,                0.45528,                0.32039,                0.33086,                0.19037,                 1.3282,                0.96162,                0.93453,               0.001222,               0.001222,               0.001222
                    269,                 1.3056,                0.89284,                0.93674,                0.45608,                0.32079,                0.33113,                0.19057,                 1.3286,                0.96214,                0.93455,               0.001189,               0.001189,               0.001189
                    270,                 1.2994,                0.89102,                0.93438,                0.45627,                0.32063,                0.33109,                0.19062,                 1.3284,                 0.9617,                0.93451,               0.001156,               0.001156,               0.001156
                    271,                 1.3043,                0.89135,                0.93611,                0.45633,                0.32051,                0.33123,                0.19065,                 1.3283,                0.96172,                0.93448,               0.001123,               0.001123,               0.001123
                    272,                 1.2917,                0.88312,                0.93259,                0.45418,                0.32129,                0.33138,                0.19056,                 1.3283,                0.96208,                0.93449,                0.00109,                0.00109,                0.00109
                    273,                 1.2936,                0.88354,                0.93638,                0.45403,                0.32135,                0.33132,                0.19064,                 1.3281,                0.96202,                0.93442,               0.001057,               0.001057,               0.001057
                    274,                 1.2916,                0.88497,                0.93131,                0.45376,                0.32164,                 0.3311,                0.19067,                 1.3282,                0.96239,                0.93448,               0.001024,               0.001024,               0.001024
                    275,                 1.2914,                0.88337,                0.93464,                0.45263,                0.32237,                0.33102,                0.19062,                 1.3282,                0.96207,                0.93445,               0.000991,               0.000991,               0.000991
                    276,                 1.2885,                0.87989,                 0.9332,                0.45136,                0.32177,                0.33088,                0.19054,                 1.3284,                0.96217,                0.93449,               0.000958,               0.000958,               0.000958
                    277,                 1.2963,                0.88702,                 0.9335,                0.45054,                0.32255,                0.33092,                0.19035,                 1.3288,                0.96241,                0.93456,               0.000925,               0.000925,               0.000925
                    278,                 1.2933,                0.88263,                0.93265,                0.45051,                0.32247,                0.33082,                0.19046,                 1.3287,                0.96217,                 0.9345,               0.000892,               0.000892,               0.000892
                    279,                 1.2945,                0.88437,                0.93304,                0.45243,                0.32207,                0.33053,                0.19037,                 1.3284,                0.96207,                0.93453,               0.000859,               0.000859,               0.000859
                    280,                 1.2938,                0.88077,                0.93474,                0.45323,                0.32224,                 0.3307,                0.19043,                 1.3287,                0.96233,                0.93457,               0.000826,               0.000826,               0.000826
                    281,                 1.2893,                0.88041,                0.93239,                0.45283,                0.32211,                 0.3306,                0.19036,                  1.329,                0.96244,                0.93459,               0.000793,               0.000793,               0.000793
                    282,                 1.2871,                0.87689,                0.93157,                0.45607,                0.32122,                0.33051,                0.19016,                 1.3289,                0.96257,                0.93458,                0.00076,                0.00076,                0.00076
                    283,                 1.2958,                0.88023,                0.93428,                0.45453,                0.32174,                0.33067,                0.19034,                 1.3289,                0.96244,                0.93459,               0.000727,               0.000727,               0.000727
                    284,                 1.2913,                0.87838,                0.93245,                0.45603,                0.32118,                0.33056,                0.19029,                 1.3288,                0.96243,                0.93458,               0.000694,               0.000694,               0.000694
                    285,                 1.2963,                0.88374,                0.93135,                0.45414,                0.32165,                0.33083,                0.19038,                 1.3287,                0.96204,                0.93451,               0.000661,               0.000661,               0.000661
                    286,                 1.2929,                0.88071,                0.93239,                0.45542,                0.32148,                0.33046,                0.19034,                 1.3287,                0.96197,                 0.9345,               0.000628,               0.000628,               0.000628
                    287,                 1.2881,                0.87736,                0.93067,                0.45268,                0.32192,                0.33039,                0.19016,                 1.3284,                0.96168,                0.93447,               0.000595,               0.000595,               0.000595
                    288,                 1.2924,                0.88002,                0.93213,                0.45303,                 0.3223,                0.33053,                 0.1903,                 1.3283,                0.96177,                0.93443,               0.000562,               0.000562,               0.000562
                    289,                 1.2831,                0.87361,                 0.9323,                0.45331,                 0.3223,                0.33026,                0.19014,                 1.3286,                0.96202,                0.93441,               0.000529,               0.000529,               0.000529
                    290,                 1.2899,                0.87486,                0.93208,                0.45192,                0.32332,                0.33038,                0.19016,                 1.3285,                0.96182,                0.93441,               0.000496,               0.000496,               0.000496
                    291,                 1.2766,                0.85516,                 0.9403,                0.45174,                0.32329,                0.33033,                0.19023,                 1.3285,                0.96213,                0.93443,               0.000463,               0.000463,               0.000463
                    292,                 1.2676,                0.84382,                0.93624,                 0.4512,                0.32333,                 0.3304,                0.19004,                 1.3286,                0.96219,                0.93435,                0.00043,                0.00043,                0.00043
                    293,                 1.2584,                0.83805,                0.93623,                0.45115,                0.32324,                0.33037,                0.19015,                 1.3287,                0.96219,                0.93429,               0.000397,               0.000397,               0.000397
                    294,                 1.2592,                0.83743,                0.93533,                0.45168,                0.32359,                0.33063,                0.19025,                 1.3283,                0.96197,                0.93427,               0.000364,               0.000364,               0.000364
                    295,                 1.2529,                0.83008,                0.93333,                0.45311,                0.32258,                0.33062,                0.19039,                 1.3283,                0.96148,                0.93431,               0.000331,               0.000331,               0.000331
                    296,                 1.2516,                0.83067,                0.93294,                0.45358,                0.32236,                0.33054,                 0.1905,                 1.3283,                0.96173,                0.93429,               0.000298,               0.000298,               0.000298
                    297,                 1.2548,                0.83128,                 0.9313,                0.45196,                0.32311,                0.33042,                0.19056,                 1.3284,                0.96149,                0.93429,               0.000265,               0.000265,               0.000265
                    298,                 1.2508,                0.82702,                0.93329,                0.45386,                 0.3219,                0.33045,                 0.1905,                 1.3283,                 0.9616,                0.93429,               0.000232,               0.000232,               0.000232
                    299,                 1.2551,                0.82846,                0.93211,                0.45182,                0.32383,                0.33072,                0.19067,                 1.3285,                 0.9615,                0.93425,               0.000199,               0.000199,               0.000199
                    300,                 1.2514,                0.82692,                0.93193,                0.45236,                0.32393,                0.33049,                 0.1907,                 1.3287,                0.96153,                0.93424,               0.000166,               0.000166,               0.000166
