                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     94,                 1.4281,                 1.0484,                0.99673,                 0.4191,                0.30196,                0.30174,                0.17084,                 1.3582,                0.99719,                0.96343,               0.005446,               0.005446,               0.005446
                     95,                 1.4177,                 1.0413,                0.99204,                0.41597,                0.30686,                0.30256,                0.17107,                 1.3579,                 0.9968,                0.96301,              0.0053965,              0.0053965,              0.0053965
                     96,                 1.4186,                 1.0436,                0.99402,                0.41451,                0.30944,                0.30339,                0.17165,                 1.3553,                0.99586,                0.96243,               0.005347,               0.005347,               0.005347
                     97,                 1.4217,                 1.0403,                0.99314,                0.40309,                0.31453,                 0.3042,                0.17154,                 1.3555,                 0.9957,                0.96243,              0.0052975,              0.0052975,              0.0052975
                     98,                 1.4177,                 1.0412,                0.99628,                0.40915,                0.30787,                0.30362,                0.17133,                 1.3547,                0.99471,                0.96166,               0.005248,               0.005248,               0.005248
                     99,                 1.4201,                 1.0385,                0.99179,                0.40819,                0.30948,                0.30266,                0.17106,                 1.3535,                0.99497,                0.96133,              0.0051985,              0.0051985,              0.0051985
                    100,                 1.4224,                 1.0394,                 0.9936,                0.41536,                0.30505,                0.30235,                0.17132,                 1.3526,                0.99413,                0.96137,               0.005149,               0.005149,               0.005149
                    101,                 1.4097,                 1.0298,                0.98999,                0.40841,                0.30856,                0.30228,                0.17201,                 1.3511,                0.99348,                0.96107,              0.0050995,              0.0050995,              0.0050995
                    102,                 1.4156,                 1.0352,                 0.9916,                0.40689,                0.31002,                0.30301,                0.17183,                 1.3524,                0.99394,                 0.9616,                0.00505,                0.00505,                0.00505
                    103,                 1.4099,                 1.0296,                0.99114,                0.41596,                0.30883,                0.30421,                0.17217,                 1.3505,                0.99241,                0.96108,              0.0050005,              0.0050005,              0.0050005
                    104,                 1.4158,                 1.0335,                0.99355,                 0.4177,                0.31198,                0.30459,                0.17237,                 1.3499,                0.99151,                0.96092,               0.004951,               0.004951,               0.004951
                    105,                 1.4171,                 1.0325,                0.99392,                0.41772,                0.31019,                0.30438,                0.17232,                  1.349,                0.98973,                0.96044,              0.0049015,              0.0049015,              0.0049015
                    106,                 1.4185,                 1.0358,                0.99199,                0.42347,                0.30833,                0.30499,                0.17315,                 1.3485,                0.98901,                   0.96,               0.004852,               0.004852,               0.004852
                    107,                 1.4154,                 1.0341,                0.99045,                0.41995,                0.30923,                0.30544,                0.17306,                 1.3485,                0.98942,                0.95997,              0.0048025,              0.0048025,              0.0048025
                    108,                 1.4083,                 1.0288,                0.98886,                0.41908,                0.30699,                0.30574,                0.17393,                 1.3483,                0.98861,                   0.96,               0.004753,               0.004753,               0.004753
                    109,                  1.408,                 1.0253,                0.99162,                0.41997,                0.30603,                0.30511,                0.17382,                 1.3476,                0.98845,                0.95979,              0.0047035,              0.0047035,              0.0047035
                    110,                 1.4028,                  1.024,                0.98701,                0.42125,                0.30635,                0.30571,                0.17414,                 1.3469,                0.98823,                0.95952,               0.004654,               0.004654,               0.004654
                    111,                 1.4079,                 1.0275,                 0.9895,                0.43078,                0.30386,                0.30639,                0.17433,                 1.3458,                0.98801,                0.95922,              0.0046045,              0.0046045,              0.0046045
                    112,                 1.4066,                 1.0294,                0.98777,                0.42543,                0.30564,                0.30634,                0.17469,                 1.3462,                0.98827,                0.95938,               0.004555,               0.004555,               0.004555
                    113,                 1.4112,                 1.0262,                0.99226,                0.42858,                0.30524,                0.30632,                0.17486,                 1.3452,                0.98779,                 0.9592,              0.0045055,              0.0045055,              0.0045055
                    114,                 1.4077,                 1.0254,                0.98796,                0.42994,                0.30718,                0.30674,                0.17535,                 1.3454,                0.98781,                0.95915,               0.004456,               0.004456,               0.004456
                    115,                 1.4127,                 1.0223,                 0.9842,                0.43289,                0.30513,                0.30711,                0.17531,                 1.3463,                0.98742,                0.95935,              0.0044065,              0.0044065,              0.0044065
                    116,                 1.4365,                 1.0479,                0.98855,                0.43487,                0.30347,                0.30655,                0.17516,                 1.3476,                0.98823,                0.95934,               0.004357,               0.004357,               0.004357
                    117,                 1.4319,                 1.0506,                0.98246,                0.43041,                0.30548,                0.30715,                0.17518,                 1.3527,                0.99173,                0.95924,              0.0043075,              0.0043075,              0.0043075
                    118,                 1.4339,                 1.0565,                0.98263,                0.42458,                0.30862,                0.30728,                  0.175,                 1.3608,                0.99747,                0.95944,               0.004258,               0.004258,               0.004258
                    119,                 1.4313,                 1.0569,                0.98397,                0.42399,                0.31012,                0.30717,                0.17504,                 1.3682,                 1.0041,                0.95896,              0.0042085,              0.0042085,              0.0042085
                    120,                 1.4355,                 1.0603,                0.98407,                0.42214,                0.31086,                0.30792,                0.17514,                 1.3745,                 1.0103,                0.95869,               0.004159,               0.004159,               0.004159
                    121,                 1.4391,                 1.0615,                0.98266,                0.41683,                0.31259,                0.30771,                  0.175,                 1.3789,                 1.0151,                0.95838,              0.0041095,              0.0041095,              0.0041095
                    122,                 1.4402,                 1.0632,                0.98137,                0.42235,                0.31096,                0.30807,                0.17536,                 1.3804,                 1.0201,                0.95788,                0.00406,                0.00406,                0.00406
                    123,                 1.4428,                 1.0642,                0.98131,                0.41851,                0.31116,                0.30836,                0.17538,                 1.3808,                 1.0225,                 0.9571,              0.0040105,              0.0040105,              0.0040105
                    124,                 1.4337,                 1.0564,                0.97981,                0.41731,                0.30994,                0.30844,                0.17525,                 1.3799,                 1.0246,                 0.9564,               0.003961,               0.003961,               0.003961
                    125,                 1.4298,                 1.0507,                0.97591,                0.41937,                0.30921,                 0.3084,                0.17516,                   1.38,                 1.0268,                0.95616,              0.0039115,              0.0039115,              0.0039115
                    126,                  1.429,                  1.046,                0.97557,                0.41417,                0.30947,                 0.3089,                 0.1756,                 1.3801,                 1.0283,                 0.9558,               0.003862,               0.003862,               0.003862
                    127,                 1.4348,                 1.0525,                0.97647,                 0.4113,                0.31063,                0.30872,                0.17585,                 1.3799,                 1.0286,                0.95539,              0.0038125,              0.0038125,              0.0038125
                    128,                 1.4247,                 1.0427,                0.97302,                0.41183,                0.31153,                0.30935,                0.17592,                 1.3795,                 1.0288,                0.95485,               0.003763,               0.003763,               0.003763
                    129,                 1.4231,                 1.0407,                0.97177,                0.41312,                0.31124,                0.30985,                0.17619,                 1.3791,                 1.0298,                0.95455,              0.0037135,              0.0037135,              0.0037135
                    130,                 1.4259,                 1.0437,                0.97298,                 0.4149,                0.31117,                0.30965,                0.17627,                 1.3784,                 1.0299,                 0.9539,               0.003664,               0.003664,               0.003664
                    131,                 1.4258,                 1.0438,                0.97256,                0.41395,                0.31089,                0.30947,                0.17613,                 1.3777,                 1.0304,                0.95349,              0.0036145,              0.0036145,              0.0036145
                    132,                 1.4266,                 1.0417,                0.97415,                0.41961,                0.30858,                0.30967,                0.17642,                 1.3779,                   1.03,                0.95314,               0.003565,               0.003565,               0.003565
                    133,                 1.4254,                 1.0433,                0.97375,                0.42004,                0.30833,                0.30984,                0.17678,                 1.3771,                 1.0295,                0.95261,              0.0035155,              0.0035155,              0.0035155
                    134,                 1.4262,                 1.0406,                 0.9684,                0.41774,                0.31062,                0.31003,                0.17661,                 1.3769,                 1.0292,                0.95217,               0.003466,               0.003466,               0.003466
                    135,                 1.4264,                 1.0407,                0.96849,                0.41893,                 0.3104,                0.31018,                0.17671,                 1.3768,                 1.0284,                0.95187,              0.0034165,              0.0034165,              0.0034165
                    136,                 1.4218,                  1.035,                0.97035,                0.41959,                0.31058,                0.31048,                 0.1769,                 1.3763,                 1.0277,                0.95145,               0.003367,               0.003367,               0.003367
                    137,                  1.414,                 1.0317,                0.96782,                0.42072,                0.31066,                0.31094,                0.17686,                 1.3757,                 1.0266,                0.95105,              0.0033175,              0.0033175,              0.0033175
                    138,                  1.422,                 1.0332,                0.97051,                0.42026,                0.31101,                 0.3109,                 0.1768,                 1.3753,                 1.0253,                0.95051,               0.003268,               0.003268,               0.003268
                    139,                 1.4158,                 1.0295,                0.96832,                0.42219,                0.31049,                0.31121,                 0.1769,                 1.3748,                 1.0245,                0.95012,              0.0032185,              0.0032185,              0.0032185
                    140,                 1.4132,                 1.0289,                0.96734,                0.42429,                0.30997,                 0.3109,                0.17693,                 1.3742,                 1.0236,                0.94967,               0.003169,               0.003169,               0.003169
                    141,                 1.4185,                 1.0267,                0.96941,                0.42609,                0.31047,                0.31155,                0.17725,                 1.3739,                 1.0226,                0.94932,              0.0031195,              0.0031195,              0.0031195
                    142,                 1.4147,                 1.0287,                0.96759,                0.42733,                0.31118,                0.31202,                0.17752,                 1.3738,                 1.0217,                0.94899,                0.00307,                0.00307,                0.00307
                    143,                 1.4097,                 1.0213,                0.96562,                0.42552,                0.31223,                0.31238,                0.17778,                 1.3735,                 1.0203,                 0.9486,              0.0030205,              0.0030205,              0.0030205
                    144,                 1.4172,                 1.0307,                0.96756,                0.42581,                0.31267,                0.31274,                0.17797,                 1.3728,                 1.0197,                0.94835,               0.002971,               0.002971,               0.002971
                    145,                 1.4072,                 1.0233,                0.96709,                0.42592,                0.31253,                0.31294,                0.17826,                 1.3725,                  1.019,                0.94821,              0.0029215,              0.0029215,              0.0029215
                    146,                 1.4082,                 1.0186,                 0.9655,                0.42629,                0.31317,                0.31318,                0.17816,                 1.3719,                 1.0183,                0.94794,               0.002872,               0.002872,               0.002872
                    147,                 1.4044,                 1.0183,                0.96616,                0.42603,                0.31244,                0.31349,                0.17847,                  1.371,                 1.0179,                0.94763,              0.0028225,              0.0028225,              0.0028225
                    148,                 1.4169,                 1.0245,                0.96586,                0.42652,                0.31341,                0.31414,                0.17866,                 1.3705,                 1.0176,                0.94743,               0.002773,               0.002773,               0.002773
                    149,                  1.405,                 1.0161,                0.96569,                0.42644,                0.31436,                 0.3143,                0.17877,                 1.3701,                 1.0169,                0.94722,              0.0027235,              0.0027235,              0.0027235
                    150,                 1.4084,                 1.0179,                0.96771,                0.42373,                0.31482,                0.31414,                0.17883,                   1.37,                 1.0166,                0.94711,               0.002674,               0.002674,               0.002674
                    151,                 1.4024,                 1.0142,                0.96626,                0.42518,                0.31468,                0.31446,                0.17898,                 1.3696,                 1.0159,                0.94699,              0.0026245,              0.0026245,              0.0026245
