                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                    152,                 1.3986,                 1.0128,                0.96487,                0.42293,                 0.3175,                 0.3145,                 0.1793,                 1.3692,                 1.0154,                0.94684,               0.002575,               0.002575,               0.002575
                    153,                 1.4109,                 1.0128,                0.96357,                0.42438,                0.31636,                0.31477,                 0.1794,                 1.3689,                  1.015,                0.94665,              0.0025255,              0.0025255,              0.0025255
                    154,                 1.4015,                 1.0104,                0.96099,                0.42497,                0.31647,                0.31524,                0.17958,                 1.3688,                 1.0148,                0.94655,               0.002476,               0.002476,               0.002476
                    155,                 1.3982,                 1.0101,                0.96277,                0.42364,                0.31651,                0.31518,                 0.1797,                 1.3685,                 1.0142,                0.94635,              0.0024265,              0.0024265,              0.0024265
                    156,                 1.4008,                 1.0109,                 0.9632,                0.42381,                0.31606,                0.31537,                0.17988,                 1.3681,                 1.0137,                0.94624,               0.002377,               0.002377,               0.002377
                    157,                 1.4001,                 1.0092,                0.96289,                0.42392,                0.31622,                0.31548,                 0.1798,                 1.3678,                 1.0134,                0.94601,              0.0023275,              0.0023275,              0.0023275
                    158,                 1.3951,                 1.0046,                0.96236,                0.42059,                0.31829,                0.31558,                0.17979,                 1.3675,                 1.0128,                0.94588,               0.002278,               0.002278,               0.002278
                    159,                 1.4006,                  1.012,                0.96316,                0.42227,                0.31727,                0.31529,                0.17976,                 1.3673,                 1.0125,                0.94574,              0.0022285,              0.0022285,              0.0022285
                    160,                 1.3999,                 1.0085,                0.96159,                0.42164,                0.31682,                 0.3156,                0.17978,                 1.3673,                 1.0123,                0.94565,               0.002179,               0.002179,               0.002179
                    161,                 1.3934,                 1.0056,                0.96399,                0.42139,                0.31734,                0.31563,                0.17985,                  1.367,                  1.012,                0.94552,              0.0021295,              0.0021295,              0.0021295
                    162,                 1.4001,                 1.0054,                0.96353,                0.42189,                0.31609,                0.31549,                0.17997,                 1.3666,                 1.0116,                 0.9454,                0.00208,                0.00208,                0.00208
                    163,                 1.3941,                 1.0017,                0.96159,                0.42107,                0.31764,                0.31587,                0.18005,                 1.3664,                 1.0117,                0.94535,              0.0020305,              0.0020305,              0.0020305
                    164,                 1.3919,                0.99981,                 0.9616,                0.42167,                0.31829,                0.31564,                0.18004,                 1.3661,                 1.0113,                0.94515,               0.001981,               0.001981,               0.001981
                    165,                 1.3952,                0.99819,                0.95995,                0.42134,                0.31835,                0.31591,                0.17983,                  1.366,                  1.011,                0.94507,              0.0019315,              0.0019315,              0.0019315
                    166,                 1.3935,                 1.0036,                0.96062,                0.41866,                0.31921,                 0.3159,                0.18015,                 1.3655,                 1.0105,                0.94489,               0.001882,               0.001882,               0.001882
                    167,                 1.3928,                 1.0015,                0.95945,                0.41973,                 0.3196,                0.31596,                0.18004,                 1.3655,                 1.0101,                 0.9448,              0.0018325,              0.0018325,              0.0018325
                    168,                  1.392,                0.99643,                0.95806,                0.41695,                0.32182,                0.31621,                0.18007,                 1.3653,                 1.0099,                0.94465,               0.001783,               0.001783,               0.001783
                    169,                 1.3888,                0.99216,                0.95537,                0.41638,                0.32085,                0.31617,                0.18015,                 1.3651,                 1.0096,                0.94453,              0.0017335,              0.0017335,              0.0017335
                    170,                 1.3946,                 1.0046,                0.96085,                0.41602,                 0.3203,                0.31592,                0.18005,                 1.3652,                 1.0092,                0.94445,               0.001684,               0.001684,               0.001684
                    171,                 1.3894,                0.99391,                0.95686,                0.41604,                0.32011,                0.31604,                0.18018,                 1.3653,                 1.0089,                0.94444,              0.0016345,              0.0016345,              0.0016345
                    172,                 1.3836,                0.99109,                0.95836,                0.41467,                 0.3208,                0.31593,                0.18016,                 1.3654,                 1.0089,                0.94441,               0.001585,               0.001585,               0.001585
                    173,                 1.3904,                0.99415,                0.95954,                0.41813,                0.31875,                0.31589,                0.18025,                 1.3655,                 1.0088,                0.94441,              0.0015355,              0.0015355,              0.0015355
                    174,                 1.3936,                0.99205,                0.95759,                0.41751,                0.32019,                0.31652,                0.18019,                 1.3657,                 1.0086,                 0.9444,               0.001486,               0.001486,               0.001486
                    175,                 1.3937,                0.99473,                0.95786,                 0.4188,                0.31957,                0.31656,                0.18026,                 1.3655,                 1.0086,                0.94439,              0.0014365,              0.0014365,              0.0014365
                    176,                  1.379,                0.98423,                 0.9572,                0.41943,                0.32002,                0.31671,                0.18031,                 1.3656,                 1.0084,                0.94428,               0.001387,               0.001387,               0.001387
                    177,                 1.3861,                0.98925,                0.95745,                0.41853,                0.32049,                0.31662,                0.18037,                 1.3655,                 1.0084,                 0.9442,              0.0013375,              0.0013375,              0.0013375
                    178,                 1.3841,                0.99286,                 0.9602,                0.42487,                0.31702,                0.31619,                0.18022,                 1.3653,                 1.0078,                0.94414,               0.001288,               0.001288,               0.001288
                    179,                 1.3795,                0.98661,                0.95702,                0.42495,                0.31725,                0.31642,                0.18038,                 1.3653,                 1.0079,                0.94408,              0.0012385,              0.0012385,              0.0012385
                    180,                 1.3834,                0.98933,                0.95799,                0.42524,                0.31724,                0.31666,                0.18033,                 1.3652,                 1.0078,                0.94408,               0.001189,               0.001189,               0.001189
                    181,                 1.3782,                0.98396,                0.95699,                0.42717,                 0.3162,                0.31667,                0.18035,                 1.3652,                 1.0077,                0.94398,              0.0011395,              0.0011395,              0.0011395
                    182,                 1.3749,                0.98065,                0.95689,                0.42695,                0.31561,                0.31617,                0.18024,                 1.3651,                 1.0074,                0.94401,                0.00109,                0.00109,                0.00109
                    183,                 1.3826,                0.98082,                0.95702,                0.42743,                 0.3157,                0.31608,                0.18022,                 1.3652,                  1.007,                0.94402,              0.0010405,              0.0010405,              0.0010405
                    184,                 1.3787,                0.98205,                0.95505,                0.42752,                0.31559,                0.31606,                0.18032,                 1.3651,                 1.0068,                0.94399,               0.000991,               0.000991,               0.000991
                    185,                 1.3755,                 0.9839,                0.95474,                0.42722,                0.31538,                0.31615,                0.18034,                 1.3651,                 1.0068,                0.94388,              0.0009415,              0.0009415,              0.0009415
                    186,                 1.3761,                 0.9799,                0.95641,                0.42955,                0.31517,                0.31643,                0.18028,                 1.3651,                 1.0066,                0.94387,               0.000892,               0.000892,               0.000892
                    187,                 1.3724,                0.97472,                0.95525,                0.42978,                0.31558,                0.31659,                0.18038,                 1.3649,                 1.0066,                0.94379,              0.0008425,              0.0008425,              0.0008425
                    188,                 1.3777,                0.98087,                0.95404,                0.42662,                0.31584,                0.31617,                0.18031,                 1.3651,                 1.0064,                0.94383,               0.000793,               0.000793,               0.000793
                    189,                 1.3697,                0.97252,                0.95225,                0.42722,                0.31612,                0.31649,                0.18031,                  1.365,                 1.0063,                0.94373,              0.0007435,              0.0007435,              0.0007435
                    190,                 1.3757,                0.97548,                0.95746,                0.42468,                0.31677,                0.31642,                0.18026,                 1.3651,                 1.0062,                0.94373,               0.000694,               0.000694,               0.000694
                    191,                 1.3577,                0.95972,                0.96449,                0.42497,                0.31659,                0.31656,                0.18025,                  1.365,                  1.006,                 0.9437,              0.0006445,              0.0006445,              0.0006445
                    192,                 1.3429,                0.94183,                0.95936,                0.42661,                 0.3158,                0.31655,                0.18023,                 1.3651,                 1.0062,                0.94368,               0.000595,               0.000595,               0.000595
                    193,                  1.338,                0.93767,                0.95703,                0.42617,                0.31687,                 0.3167,                0.18021,                 1.3652,                 1.0063,                0.94358,              0.0005455,              0.0005455,              0.0005455
                    194,                 1.3392,                0.93581,                0.95861,                0.42546,                0.31769,                0.31664,                0.18023,                 1.3652,                 1.0061,                0.94359,               0.000496,               0.000496,               0.000496
                    195,                 1.3425,                0.93616,                0.95758,                0.42684,                0.31642,                 0.3166,                0.18023,                 1.3651,                 1.0063,                0.94359,              0.0004465,              0.0004465,              0.0004465
                    196,                 1.3366,                 0.9322,                0.95748,                0.42731,                0.31644,                 0.3166,                0.18026,                 1.3652,                  1.006,                0.94347,               0.000397,               0.000397,               0.000397
                    197,                 1.3307,                0.92797,                0.95511,                 0.4281,                0.31645,                0.31689,                0.18029,                 1.3653,                 1.0063,                0.94351,              0.0003475,              0.0003475,              0.0003475
                    198,                 1.3268,                0.92526,                0.95693,                0.42745,                0.31605,                0.31661,                0.18027,                 1.3654,                 1.0064,                0.94351,               0.000298,               0.000298,               0.000298
                    199,                 1.3308,                 0.9252,                0.95667,                0.42813,                0.31619,                0.31669,                0.18025,                 1.3653,                  1.006,                0.94342,              0.0002485,              0.0002485,              0.0002485
                    200,                 1.3331,                0.92705,                0.95483,                0.42762,                0.31598,                0.31676,                0.18037,                 1.3649,                  1.006,                0.94334,               0.000199,               0.000199,               0.000199
