                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                    155,                   1.35,                0.95829,                0.95012,                0.43844,                0.32544,                0.32454,                0.18812,                 1.3324,                0.97255,                0.93637,              0.0024265,              0.0024265,              0.0024265
                    156,                 1.3525,                0.95852,                0.95023,                0.43915,                 0.3256,                0.32427,                0.18828,                  1.332,                0.97261,                0.93631,               0.002377,               0.002377,               0.002377
                    157,                 1.3503,                0.95688,                0.94951,                0.43877,                 0.3257,                0.32455,                0.18837,                 1.3319,                0.97227,                0.93627,              0.0023275,              0.0023275,              0.0023275
                    158,                 1.3477,                0.95221,                0.94953,                0.43615,                0.32777,                0.32442,                0.18828,                  1.332,                0.97196,                0.93633,               0.002278,               0.002278,               0.002278
                    159,                 1.3512,                0.95829,                0.94927,                0.43624,                0.32807,                0.32453,                0.18837,                 1.3318,                0.97179,                0.93623,              0.0022285,              0.0022285,              0.0022285
                    160,                 1.3499,                0.95623,                0.94841,                0.43868,                0.32743,                0.32472,                 0.1885,                 1.3316,                0.97159,                0.93627,               0.002179,               0.002179,               0.002179
                    161,                 1.3433,                0.95334,                0.95034,                0.43862,                0.32736,                0.32465,                0.18826,                 1.3315,                0.97144,                 0.9362,              0.0021295,              0.0021295,              0.0021295
                    162,                 1.3508,                0.95188,                0.95037,                0.43759,                0.32852,                0.32458,                0.18835,                 1.3313,                0.97118,                0.93618,                0.00208,                0.00208,                0.00208
                    163,                 1.3439,                0.94989,                0.94848,                0.43783,                0.32814,                0.32492,                0.18845,                 1.3312,                0.97095,                0.93615,              0.0020305,              0.0020305,              0.0020305
                    164,                 1.3432,                0.94855,                0.94827,                0.43938,                0.32689,                0.32499,                0.18871,                 1.3311,                 0.9709,                0.93609,               0.001981,               0.001981,               0.001981
                    165,                 1.3454,                0.94447,                 0.9471,                0.43941,                0.32687,                0.32515,                0.18872,                  1.331,                0.97097,                0.93611,              0.0019315,              0.0019315,              0.0019315
                    166,                 1.3444,                0.95142,                0.94737,                0.43918,                0.32717,                0.32524,                0.18877,                 1.3308,                0.97097,                0.93603,               0.001882,               0.001882,               0.001882
                    167,                 1.3436,                0.94783,                0.94625,                0.43605,                 0.3291,                0.32531,                0.18878,                 1.3303,                0.97084,                0.93591,              0.0018325,              0.0018325,              0.0018325
                    168,                  1.343,                0.94399,                0.94508,                0.43586,                0.32882,                 0.3253,                0.18891,                 1.3304,                0.97077,                0.93593,               0.001783,               0.001783,               0.001783
                    169,                 1.3391,                0.94036,                0.94227,                0.43812,                0.32807,                0.32558,                0.18911,                 1.3305,                0.97089,                0.93594,              0.0017335,              0.0017335,              0.0017335
                    170,                 1.3452,                0.95096,                0.94747,                0.43686,                0.32881,                0.32575,                0.18925,                   1.33,                0.97064,                0.93587,               0.001684,               0.001684,               0.001684
                    171,                 1.3397,                0.94084,                0.94379,                0.43617,                0.32873,                 0.3255,                0.18913,                 1.3301,                0.97069,                0.93597,              0.0016345,              0.0016345,              0.0016345
                    172,                 1.3347,                0.93809,                0.94503,                0.43628,                0.32901,                0.32574,                0.18926,                   1.33,                0.97055,                 0.9359,               0.001585,               0.001585,               0.001585
                    173,                 1.3413,                0.94133,                0.94618,                0.43689,                0.32907,                0.32587,                0.18933,                 1.3297,                0.97037,                0.93589,              0.0015355,              0.0015355,              0.0015355
                    174,                 1.3438,                0.93961,                0.94484,                 0.4368,                 0.3291,                0.32604,                0.18931,                 1.3297,                 0.9701,                0.93586,               0.001486,               0.001486,               0.001486
                    175,                 1.3441,                0.94385,                0.94511,                0.43507,                0.33039,                0.32591,                 0.1894,                 1.3297,                0.97008,                0.93586,              0.0014365,              0.0014365,              0.0014365
                    176,                 1.3294,                0.93057,                0.94418,                0.43517,                0.33046,                0.32573,                0.18946,                 1.3295,                0.97005,                0.93581,               0.001387,               0.001387,               0.001387
                    177,                 1.3393,                0.93717,                0.94488,                0.43475,                0.33055,                0.32598,                0.18975,                 1.3296,                0.97001,                0.93581,              0.0013375,              0.0013375,              0.0013375
                    178,                 1.3346,                0.93865,                0.94681,                0.43609,                0.32916,                0.32603,                0.18967,                 1.3297,                0.96966,                0.93579,               0.001288,               0.001288,               0.001288
                    179,                 1.3324,                0.93288,                0.94455,                0.43568,                0.32933,                0.32598,                0.18974,                 1.3294,                0.96971,                0.93573,              0.0012385,              0.0012385,              0.0012385
                    180,                 1.3332,                0.93606,                0.94457,                 0.4378,                0.32887,                0.32609,                0.18985,                 1.3293,                 0.9696,                 0.9357,               0.001189,               0.001189,               0.001189
                    181,                 1.3287,                0.93112,                0.94419,                0.43904,                0.32791,                0.32615,                0.18997,                 1.3294,                0.96956,                0.93575,              0.0011395,              0.0011395,              0.0011395
                    182,                 1.3263,                0.92885,                0.94412,                0.44023,                0.32774,                0.32643,                0.19009,                 1.3293,                0.96969,                 0.9357,                0.00109,                0.00109,                0.00109
                    183,                  1.333,                0.92747,                0.94377,                0.44055,                  0.328,                0.32667,                0.19025,                 1.3294,                0.96951,                0.93565,              0.0010405,              0.0010405,              0.0010405
                    184,                 1.3306,                0.92883,                0.94291,                0.44054,                0.32835,                0.32679,                0.19031,                 1.3294,                0.96936,                0.93566,               0.000991,               0.000991,               0.000991
                    185,                 1.3288,                0.93127,                0.94243,                0.43817,                0.32904,                0.32685,                0.19038,                 1.3294,                0.96941,                0.93568,              0.0009415,              0.0009415,              0.0009415
                    186,                 1.3271,                0.92555,                0.94383,                0.43806,                0.32919,                0.32695,                0.19022,                 1.3293,                0.96919,                0.93559,               0.000892,               0.000892,               0.000892
                    187,                 1.3228,                0.92025,                0.94239,                0.44056,                0.32834,                0.32688,                0.19028,                 1.3291,                0.96891,                0.93558,              0.0008425,              0.0008425,              0.0008425
                    188,                 1.3276,                 0.9262,                0.94091,                0.43887,                0.32933,                0.32714,                 0.1901,                 1.3293,                0.96921,                0.93555,               0.000793,               0.000793,               0.000793
                    189,                 1.3207,                0.91926,                0.93934,                0.43796,                 0.3293,                0.32707,                0.19024,                 1.3289,                0.96893,                0.93543,              0.0007435,              0.0007435,              0.0007435
                    190,                 1.3258,                0.92169,                0.94456,                0.43755,                0.32879,                0.32705,                0.19041,                  1.329,                0.96907,                0.93549,               0.000694,               0.000694,               0.000694
                    191,                 1.3114,                0.90635,                0.95099,                0.43885,                0.32779,                0.32666,                0.19017,                 1.3288,                0.96915,                0.93549,              0.0006445,              0.0006445,              0.0006445
                    192,                 1.2958,                0.88981,                0.94599,                0.43857,                0.32768,                0.32668,                0.19015,                 1.3289,                0.96927,                0.93544,               0.000595,               0.000595,               0.000595
                    193,                 1.2933,                0.88732,                0.94403,                0.43918,                0.32801,                0.32685,                0.19013,                 1.3289,                0.96933,                0.93537,              0.0005455,              0.0005455,              0.0005455
                    194,                 1.2931,                0.88206,                 0.9456,                 0.4364,                0.32835,                0.32673,                0.19021,                 1.3286,                0.96918,                0.93535,               0.000496,               0.000496,               0.000496
                    195,                 1.2961,                0.88318,                 0.9449,                0.43699,                 0.3285,                0.32683,                0.19025,                 1.3287,                0.96921,                0.93538,              0.0004465,              0.0004465,              0.0004465
                    196,                 1.2898,                0.88034,                 0.9442,                0.43811,                0.32766,                0.32667,                0.19018,                 1.3289,                0.96919,                0.93537,               0.000397,               0.000397,               0.000397
                    197,                 1.2841,                0.87616,                0.94207,                0.43824,                 0.3278,                0.32684,                0.19039,                 1.3289,                 0.9691,                0.93527,              0.0003475,              0.0003475,              0.0003475
                    198,                 1.2811,                0.87201,                 0.9438,                0.43729,                0.32848,                0.32669,                0.19029,                 1.3289,                0.96905,                0.93532,               0.000298,               0.000298,               0.000298
                    199,                 1.2847,                 0.8739,                0.94309,                0.43774,                0.32852,                0.32668,                0.19014,                 1.3288,                0.96899,                0.93524,              0.0002485,              0.0002485,              0.0002485
                    200,                 1.2876,                0.87531,                0.94194,                0.43903,                0.32908,                0.32696,                 0.1902,                 1.3291,                0.96929,                0.93546,               0.000199,               0.000199,               0.000199
