                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                    156,                  1.353,                0.95671,                0.95114,                0.43191,                0.32397,                0.32395,                0.18873,                 1.3333,                0.96256,                0.93838,               0.002377,               0.002377,               0.002377
                    157,                 1.3504,                0.95443,                   0.95,                0.43277,                0.32471,                0.32408,                0.18866,                 1.3336,                0.96256,                0.93843,              0.0023275,              0.0023275,              0.0023275
                    158,                 1.3463,                0.94718,                0.95022,                0.42803,                0.32622,                0.32403,                 0.1887,                 1.3338,                0.96237,                0.93849,               0.002278,               0.002278,               0.002278
                    159,                 1.3503,                0.95514,                 0.9499,                0.42884,                  0.326,                0.32382,                0.18865,                 1.3335,                0.96222,                0.93843,              0.0022285,              0.0022285,              0.0022285
                    160,                 1.3506,                 0.9536,                0.94932,                0.43052,                0.32544,                0.32412,                0.18865,                 1.3333,                0.96215,                 0.9384,               0.002179,               0.002179,               0.002179
                    161,                 1.3431,                0.94894,                0.95098,                 0.4316,                 0.3253,                0.32395,                0.18876,                 1.3331,                 0.9621,                0.93832,              0.0021295,              0.0021295,              0.0021295
                    162,                 1.3499,                0.95017,                0.95075,                0.43558,                0.32282,                0.32409,                0.18876,                 1.3331,                0.96179,                0.93832,                0.00208,                0.00208,                0.00208
                    163,                 1.3446,                0.94733,                0.94932,                0.43355,                0.32534,                0.32421,                0.18879,                 1.3331,                0.96153,                0.93832,              0.0020305,              0.0020305,              0.0020305
                    164,                 1.3434,                0.94358,                0.94946,                0.43342,                0.32494,                0.32423,                0.18878,                 1.3327,                0.96123,                0.93824,               0.001981,               0.001981,               0.001981
                    165,                  1.346,                0.94095,                0.94761,                0.43505,                0.32443,                0.32432,                0.18878,                 1.3327,                0.96098,                0.93819,              0.0019315,              0.0019315,              0.0019315
                    166,                 1.3444,                0.94748,                0.94774,                0.43541,                0.32429,                0.32448,                0.18878,                 1.3326,                0.96089,                0.93816,               0.001882,               0.001882,               0.001882
                    167,                 1.3436,                0.94509,                0.94697,                0.43519,                0.32406,                0.32447,                 0.1887,                 1.3325,                0.96065,                0.93814,              0.0018325,              0.0018325,              0.0018325
                    168,                 1.3429,                0.93989,                0.94561,                0.43439,                0.32361,                0.32461,                0.18894,                 1.3323,                 0.9606,                0.93809,               0.001783,               0.001783,               0.001783
                    169,                 1.3382,                 0.9361,                0.94253,                0.43393,                0.32332,                0.32471,                0.18896,                 1.3323,                0.96036,                0.93805,              0.0017335,              0.0017335,              0.0017335
                    170,                 1.3446,                0.94581,                 0.9482,                0.43582,                 0.3229,                0.32498,                0.18905,                 1.3319,                 0.9602,                  0.938,               0.001684,               0.001684,               0.001684
                    171,                 1.3402,                0.93771,                0.94491,                0.43444,                0.32353,                0.32487,                0.18896,                  1.332,                0.96026,                0.93802,              0.0016345,              0.0016345,              0.0016345
                    172,                 1.3334,                0.93339,                0.94517,                0.43444,                 0.3235,                0.32506,                0.18904,                 1.3322,                0.96007,                0.93805,               0.001585,               0.001585,               0.001585
                    173,                 1.3396,                0.93716,                0.94708,                0.43423,                0.32356,                0.32512,                0.18898,                 1.3323,                0.95992,                0.93809,              0.0015355,              0.0015355,              0.0015355
                    174,                 1.3418,                 0.9347,                0.94536,                0.43426,                0.32368,                0.32503,                0.18887,                 1.3324,                0.95986,                0.93805,               0.001486,               0.001486,               0.001486
                    175,                 1.3431,                0.93804,                0.94589,                0.43552,                0.32412,                0.32527,                0.18894,                 1.3324,                0.95971,                0.93801,              0.0014365,              0.0014365,              0.0014365
                    176,                   1.33,                0.92746,                0.94501,                0.43589,                  0.324,                0.32501,                0.18883,                 1.3324,                0.95966,                0.93801,               0.001387,               0.001387,               0.001387
                    177,                 1.3379,                0.93283,                 0.9454,                0.43631,                0.32454,                0.32534,                 0.1888,                 1.3322,                0.95946,                0.93796,              0.0013375,              0.0013375,              0.0013375
                    178,                 1.3347,                0.93432,                0.94784,                0.43522,                0.32436,                0.32526,                 0.1889,                 1.3325,                0.95946,                0.93801,               0.001288,               0.001288,               0.001288
                    179,                 1.3315,                0.92912,                0.94534,                0.43544,                0.32426,                0.32527,                0.18912,                 1.3324,                0.95933,                0.93794,              0.0012385,              0.0012385,              0.0012385
                    180,                 1.3341,                0.93166,                0.94547,                0.43419,                0.32501,                0.32526,                0.18911,                 1.3326,                0.95933,                0.93802,               0.001189,               0.001189,               0.001189
                    181,                  1.329,                0.92733,                0.94497,                0.43394,                0.32516,                0.32541,                0.18925,                 1.3327,                0.95934,                0.93801,              0.0011395,              0.0011395,              0.0011395
                    182,                 1.3257,                0.92493,                0.94508,                0.43503,                0.32527,                0.32534,                0.18926,                 1.3325,                0.95903,                0.93795,                0.00109,                0.00109,                0.00109
                    183,                 1.3329,                0.92404,                0.94399,                0.43401,                0.32635,                0.32545,                0.18921,                 1.3325,                0.95901,                0.93794,              0.0010405,              0.0010405,              0.0010405
                    184,                 1.3305,                0.92613,                0.94356,                0.43631,                0.32593,                 0.3256,                 0.1893,                 1.3327,                0.95899,                0.93797,               0.000991,               0.000991,               0.000991
                    185,                 1.3273,                0.92615,                 0.9428,                0.43552,                0.32665,                0.32555,                0.18919,                 1.3328,                0.95929,                0.93795,              0.0009415,              0.0009415,              0.0009415
                    186,                  1.327,                0.92333,                0.94476,                0.43465,                0.32677,                0.32552,                0.18936,                 1.3328,                 0.9591,                 0.9379,               0.000892,               0.000892,               0.000892
                    187,                 1.3242,                0.91656,                 0.9436,                0.43516,                0.32685,                0.32573,                0.18937,                 1.3329,                 0.9592,                0.93787,              0.0008425,              0.0008425,              0.0008425
                    188,                  1.329,                0.92231,                0.94242,                0.43459,                0.32697,                0.32574,                0.18931,                 1.3325,                0.95915,                0.93781,               0.000793,               0.000793,               0.000793
                    189,                 1.3205,                0.91604,                0.94021,                0.43528,                0.32715,                0.32583,                0.18925,                 1.3327,                0.95946,                0.93785,              0.0007435,              0.0007435,              0.0007435
                    190,                  1.325,                0.91607,                 0.9451,                0.43315,                0.32771,                0.32595,                0.18919,                 1.3327,                0.95912,                0.93788,               0.000694,               0.000694,               0.000694
                    191,                 1.3091,                0.90126,                0.95136,                0.43508,                0.32707,                  0.326,                0.18944,                 1.3327,                0.95945,                 0.9379,              0.0006445,              0.0006445,              0.0006445
                    192,                 1.2942,                0.88514,                0.94636,                0.43623,                0.32723,                0.32617,                0.18942,                 1.3328,                0.95924,                0.93796,               0.000595,               0.000595,               0.000595
                    193,                 1.2905,                0.88143,                0.94326,                0.43681,                0.32743,                0.32646,                0.18955,                 1.3328,                0.95941,                0.93793,              0.0005455,              0.0005455,              0.0005455
                    194,                 1.2926,                0.87994,                0.94552,                0.43541,                 0.3281,                0.32628,                0.18961,                 1.3327,                0.95914,                0.93788,               0.000496,               0.000496,               0.000496
                    195,                 1.2957,                0.87908,                0.94492,                 0.4368,                0.32707,                  0.326,                0.18939,                 1.3326,                0.95917,                0.93788,              0.0004465,              0.0004465,              0.0004465
                    196,                 1.2893,                 0.8761,                 0.9445,                0.43679,                0.32724,                 0.3262,                0.18959,                  1.333,                0.95935,                0.93786,               0.000397,               0.000397,               0.000397
                    197,                 1.2836,                0.87046,                0.94305,                0.43699,                 0.3274,                0.32627,                0.18942,                 1.3329,                0.95947,                0.93782,              0.0003475,              0.0003475,              0.0003475
                    198,                 1.2797,                 0.8688,                0.94383,                0.43573,                0.32829,                0.32671,                0.18977,                 1.3327,                0.95943,                0.93783,               0.000298,               0.000298,               0.000298
                    199,                 1.2828,                0.86831,                0.94318,                0.43544,                0.32809,                0.32627,                0.18946,                 1.3327,                0.95938,                0.93782,              0.0002485,              0.0002485,              0.0002485
                    200,                  1.285,                0.86844,                 0.9418,                0.43468,                0.32764,                0.32648,                0.18964,                 1.3328,                 0.9595,                0.93784,               0.000199,               0.000199,               0.000199
